TRX_ID,MEMBER_NO,TRANSACTION_DATE,AUTHORIZATION_DATE,MERCHANT_NO,MERCHANT_NAME,CITY_NAME,NATIONAL_CODE,MCC,POS_MODE,PRODUCT_NAME,SETTLEMENT_AMOUNT,SALES_AMOUNT,TRX_TYPE
T00030821,C000644,2024-01-04 17:02:09,2024-01-04 17:03:26,M62357,Transport 928,PAVLODAR,KZ,4111,1000 - Credential on file,1308232001: Transfer Transaction(Domestic),802.36,801.21,POS
T00030822,C000713,2024-01-04 17:02:20,2024-01-04 17:03:10,M81360,Hotel 951,ALMATY,KZ,7011,0120 - Keyin,1308202001: Balance Inquiry Transaction(International),7094.62,7304.4,ATM
T00030823,C000437,2024-01-04 17:02:21,2024-01-04 17:04:05,M76508,Wallet Transfer 581,MELBOURNE,AU,6538,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),72991.35,72826.53,POS
T00030824,C001179,2024-01-04 17:02:33,2024-01-04 17:03:23,M85579,Lottery 560,KOSTANAY,KZ,7800,0001 - E-commerce,1308192001: Balance Inquiry Transaction(Domestic),100986.75,101921.0,POS
T00030825,C001480,2024-01-04 17:02:41,2024-01-04 17:03:56,M79631,Wallet Transfer 370,SHENZHEN,CN,6537,0008 - Not used,1308202001: Balance Inquiry Transaction(International),124188.41,123847.82,POS
T00030826,C001800,2024-01-04 17:02:42,2024-01-04 17:02:49,M39167,Prepaid Load 937,KRAKOW,PL,6540,0006 - Cash,1308142001: Credit Purchase Transaction(International),138529.29,137219.38,POS
T00030827,C000871,2024-01-04 17:02:51,2024-01-04 17:04:37,M66312,Supermarket 690,ISTANBUL,TR,5411,0004 - Installment,1308162001: Prepaid Purchase Transaction(International),9963.6,10022.18,ATM
T00030828,C000551,2024-01-04 17:02:54,2024-01-04 17:03:49,M60885,Securities 410,TARAZ,KZ,6211,0510 - Contactless - Magstripe,1308162001: Prepaid Purchase Transaction(International),604246.48,604585.65,POS
T00030829,C000966,2024-01-04 17:03:03,2024-01-04 17:04:50,M98210,Digital Service 899,KARAGANDA,KZ,4816,0800 - Contactless - Magstripe,1308132001: Credit Purchase Transaction(Domestic),12421.46,12390.34,WWW
T00030830,C001475,2024-01-04 17:03:24,2024-01-04 17:03:31,M51719,Racing 335,ALMATY,KZ,7802,0001 - E-commerce,1308162001: Prepaid Purchase Transaction(International),69964.8,70898.71,POS
T00030831,C000481,2024-01-04 17:03:25,2024-01-04 17:04:49,M20830,Digital Service 422,NOVOSIBIRSK,RU,4816,0008 - Not used,1308262001: Bill Payment Transaction(International),2248.46,2227.24,POS
T00030832,C000835,2024-01-04 17:03:59,2024-01-04 17:04:45,M74935,P2P Transfer 340,KOSTANAY,KZ,6012,0730 - Contactless - VSDC chip,1308172001: Cash Withdrawal Transaction(Domestic),121968.9,119820.36,POS
T00030833,C000662,2024-01-04 17:04:04,2024-01-04 17:05:47,M88337,Supermarket 315,SINGAPORE,SGP,5411,0004 - Installment,1308182001: Cash Withdrawal Transaction(International),5916.95,5880.9,POS
T00030834,C000691,2024-01-04 17:04:09,2024-01-04 17:05:01,M80754,Lottery 513,ASTANA,KZ,7800,0004 - Installment,1308262001: Bill Payment Transaction(International),70526.61,68721.87,POS
T00030835,C001422,2024-01-04 17:04:23,2024-01-04 17:04:59,M42986,Racing 897,ATYRAU,KZ,7802,0003 - Recurring,1308172001: Cash Withdrawal Transaction(Domestic),138095.91,136973.78,POS
T00030836,C000700,2024-01-04 17:04:24,2024-01-04 17:06:03,M30010,ATM Withdrawal,ALMATY,KZ,6011,0120 - Keyin,1308242001: Transfer Transaction(International),97.8,99.06,POS
T00030837,C001147,2024-01-04 17:04:43,2024-01-04 17:05:40,M78030,Pharmacy 103,TARAZ,KZ,5912,0110 - Swipe,1308262001: Bill Payment Transaction(International),97.39,97.57,POS
T00030838,C000385,2024-01-04 17:04:53,2024-01-04 17:06:01,M74520,Cafe and restaraunts 70,TARAZ,KZ,5812,0510 - Contactless - Magstripe,1308152001: Prepaid Purchase Transaction(Domestic),2631.52,2643.7,POS
T00030839,C000885,2024-01-04 17:05:01,2024-01-04 17:06:56,M65281,Pharmacy 633,ALMATY,KZ,5912,0006 - Cash,1308162001: Prepaid Purchase Transaction(International),1334.21,1347.45,ATM
T00030840,C001521,2024-01-04 17:05:18,2024-01-04 17:06:32,M26910,Currency Exchange 212,CANCUN,MX,6051,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),277780.8,272957.86,WWW
T00030841,C001772,2024-01-04 17:05:22,2024-01-04 17:06:50,M53325,Casino 211,ANTALYA,TR,7801,0800 - Contactless - Magstripe,1308202001: Balance Inquiry Transaction(International),128196.55,126655.6,ATM
T00030842,C000118,2024-01-04 17:05:29,2024-01-04 17:06:02,M96866,Hotel 184,ATYRAU,KZ,7011,0005 - Preauthorized,1308242001: Transfer Transaction(International),52701.22,52577.66,ATM
T00030843,C000508,2024-01-04 17:06:11,2024-01-04 17:07:15,M86189,Jewelry 542,DELHI,IN,5944,0008 - Not used,1308192001: Balance Inquiry Transaction(Domestic),50136.76,50126.49,POS
T00030844,C000607,2024-01-04 17:06:23,2024-01-04 17:06:29,M17542,Racing 228,ROTTERDAM,NL,7802,0007 - Other,1308262001: Bill Payment Transaction(International),56581.7,56930.35,ATM
T00030845,C001015,2024-01-04 17:06:26,2024-01-04 17:08:11,M57275,Currency Exchange 969,TALDYKORGAN,KZ,6051,0800 - Contactless - Magstripe,1308162001: Prepaid Purchase Transaction(International),283830.16,287903.93,POS
T00030846,C001176,2024-01-04 17:06:50,2024-01-04 17:08:35,M56648,Online Shop 94,ASTANA,KZ,5966,0004 - Installment,1308212001: Refund Transaction(Domestic),121952.27,122887.8,POS
T00030847,C001028,2024-01-04 17:07:03,2024-01-04 17:07:34,M67061,Adult Content 483,NEW YORK,US,5967,0003 - Recurring,1308222001: Refund Transaction(International),13433.57,13461.78,ATM
T00030848,C001431,2024-01-04 17:07:28,2024-01-04 17:07:43,M95164,Racing 943,CAIRO,EG,7802,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),119472.17,118864.4,ATM
T00030849,C000689,2024-01-04 17:07:38,2024-01-04 17:07:51,M55240,Wallet Transfer 671,ANTALYA,TR,6536,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),181495.82,185822.48,POS
T00030850,C001327,2024-01-04 17:07:42,2024-01-04 17:09:24,M61041,P2P Transfer 854,LOS ANGELES,US,6012,0110 - Swipe,1308252001: Bill Payment Transaction(Domestic),296451.46,294827.24,ATM
T00030851,C000969,2024-01-04 17:07:54,2024-01-04 17:09:10,M59220,Online store 174,PAVLODAR,KZ,5999,0004 - Installment,1308282001: Other Transaction(International),98.22,97.94,POS
T00030852,C000331,2024-01-04 17:08:20,2024-01-04 17:09:56,M32159,Elecrtronics 693,TALDYKORGAN,KZ,5065,0800 - Contactless - Magstripe,1308222001: Refund Transaction(International),53868.25,53923.57,WWW
T00030853,C001522,2024-01-04 17:08:47,2024-01-04 17:09:03,M85580,Supermarket 888,AKTAU,KZ,5411,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),3307.44,3282.6,POS
T00030854,C000536,2024-01-04 17:08:52,2024-01-04 17:09:16,M17996,Wallet Transfer 641,SEMEY,KZ,6538,0110 - Swipe,1308202001: Balance Inquiry Transaction(International),202188.09,202170.01,POS
T00030855,C001939,2024-01-04 17:08:57,2024-01-04 17:09:48,M85252,Supermarket 326,GENEVA,CH,5411,0003 - Recurring,1308182001: Cash Withdrawal Transaction(International),3632.93,3712.21,POS
T00030856,C001728,2024-01-04 17:09:08,2024-01-04 17:09:39,M61508,Casino 911,ATYRAU,KZ,7801,0720 - Contactless - VSDC magstripe,1308202001: Balance Inquiry Transaction(International),206691.13,204950.04,POS
T00030857,C000374,2024-01-04 17:09:19,2024-01-04 17:10:17,M93166,Hotel 499,ANKARA,TR,7011,0004 - Installment,1308132001: Credit Purchase Transaction(Domestic),27738.25,27919.39,POS
T00030858,C000384,2024-01-04 17:09:32,2024-01-04 17:10:08,M91997,P2P Transfer 844,TALDYKORGAN,KZ,6012,0008 - Not used,1308282001: Other Transaction(International),256675.04,258578.17,POS
T00030859,C001978,2024-01-04 17:09:32,2024-01-04 17:10:32,M68221,Pharmacy 10,BUKHARA,UZ,5912,0007 - Other,1308202001: Balance Inquiry Transaction(International),97.9,99.93,POS
T00030860,C001383,2024-01-04 17:09:51,2024-01-04 17:10:57,M85132,Adult Content 18,MEXICO CITY,MX,5967,0800 - Contactless - Magstripe,1308142001: Credit Purchase Transaction(International),65398.85,66886.4,WWW
T00030861,C000910,2024-01-04 17:10:07,2024-01-04 17:11:22,M84795,Hotel 17,ATYRAU,KZ,7011,0002 - Mail/Phone order,1308262001: Bill Payment Transaction(International),8592.7,8459.12,ATM
T00030862,C000976,2024-01-04 17:10:08,2024-01-04 17:11:53,M81238,Wallet Transfer 230,SHYMKENT,KZ,6538,0008 - Not used,1308192001: Balance Inquiry Transaction(Domestic),52586.28,52055.05,ATM
T00030863,C001002,2024-01-04 17:10:11,2024-01-04 17:10:14,M90229,Supermarket 893,SHYMKENT,KZ,5411,0510 - Contactless - Magstripe,1308192001: Balance Inquiry Transaction(Domestic),527.49,523.39,POS
T00030864,C000050,2024-01-04 17:10:14,2024-01-04 17:10:55,M67947,Wallet Transfer 351,ATYRAU,KZ,6537,0110 - Swipe,1308192001: Balance Inquiry Transaction(Domestic),147165.53,146556.97,POS
T00030865,C001008,2024-01-04 17:10:17,2024-01-04 17:11:04,M98089,Transport 592,SEMEY,KZ,4111,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),1079.71,1076.03,ATM
T00030866,C001326,2024-01-04 17:10:36,2024-01-04 17:10:54,M55935,Jewelry 931,ASTANA,KZ,5944,0006 - Cash,1308232001: Transfer Transaction(Domestic),30131.31,30227.62,ATM
T00030867,C000125,2024-01-04 17:10:53,2024-01-04 17:11:50,M90015,Racing 959,BEIJING,CN,7802,1000 - Credential on file,1308232001: Transfer Transaction(Domestic),115389.64,114971.93,ATM
T00030868,C000247,2024-01-04 17:11:15,2024-01-04 17:12:13,M83251,Wallet Transfer 873,ALMATY,KZ,6537,0120 - Keyin,1308202001: Balance Inquiry Transaction(International),300608.8,301649.92,ATM
T00030869,C001196,2024-01-04 17:11:29,2024-01-04 17:12:32,M16501,Prepaid Load 425,GOTHENBURG,SE,6540,0005 - Preauthorized,1308252001: Bill Payment Transaction(Domestic),123569.85,122757.78,POS
T00030870,C000364,2024-01-04 17:11:50,2024-01-04 17:13:12,M22222,Adult Content 326,SEMEY,KZ,5967,0710 - Contactless - VSDC chip,1308232001: Transfer Transaction(Domestic),47385.35,46990.03,ATM
T00030871,C001103,2024-01-04 17:11:56,2024-01-04 17:13:20,M73052,P2P Transfer 292,SHENZHEN,CN,6012,0510 - Contactless - Magstripe,1308212001: Refund Transaction(Domestic),349072.48,356596.15,POS
T00030872,C001018,2024-01-04 17:12:46,2024-01-04 17:14:41,M92853,Elecrtronics 845,TALDYKORGAN,KZ,5065,0120 - Keyin,1308202001: Balance Inquiry Transaction(International),34258.35,34831.52,WWW
T00030873,C001120,2024-01-04 17:12:50,2024-01-04 17:14:42,M54045,Currency Exchange 741,GOTHENBURG,SE,6051,0800 - Contactless - Magstripe,1308272001: Other Transaction(Domestic),215474.76,209488.48,POS
T00030874,C001227,2024-01-04 17:12:57,2024-01-04 17:14:44,M19249,Racing 229,TALDYKORGAN,KZ,7802,0000 - Unknown,1308232001: Transfer Transaction(Domestic),73389.28,72838.93,POS
T00030875,C000725,2024-01-04 17:13:03,2024-01-04 17:13:32,M69656,Currency Exchange 939,ROTTERDAM,NL,6051,0001 - E-commerce,1308172001: Cash Withdrawal Transaction(Domestic),319972.22,311606.72,POS
T00030876,C001080,2024-01-04 17:13:04,2024-01-04 17:13:28,M43074,Transport 97,TALDYKORGAN,KZ,4111,0710 - Contactless - VSDC chip,1308272001: Other Transaction(Domestic),943.38,921.96,POS
T00030877,C000254,2024-01-04 17:13:06,2024-01-04 17:14:34,M86514,Wallet Transfer 98,VENICE,IT,6536,0008 - Not used,1308232001: Transfer Transaction(Domestic),192607.82,196030.14,WWW
T00030878,C000482,2024-01-04 17:13:07,2024-01-04 17:14:40,M40520,Adult Content 789,AKTAU,KZ,5967,0000 - Unknown,1308222001: Refund Transaction(International),16615.77,16362.23,ATM
T00030879,C000241,2024-01-04 17:13:11,2024-01-04 17:14:06,M27043,Wallet Transfer 386,SEMEY,KZ,6537,0710 - Contactless - VSDC chip,1308122001: Debit Purchase Transaction(International),45779.62,44596.77,POS
T00030880,C001945,2024-01-04 17:13:12,2024-01-04 17:13:30,M95143,Dating Service 631,TALDYKORGAN,KZ,7273,0008 - Not used,1308252001: Bill Payment Transaction(Domestic),26951.11,27497.67,ATM
T00030881,C001555,2024-01-04 17:13:21,2024-01-04 17:15:10,M39152,Wallet Transfer 954,SEMEY,KZ,6536,0730 - Contactless - VSDC chip,1308122001: Debit Purchase Transaction(International),71041.71,73066.08,POS
T00030882,C001495,2024-01-04 17:13:42,2024-01-04 17:14:16,M51329,Dating Service 594,MUNICH,DE,7273,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),30010.41,29902.87,POS
T00030883,C001164,2024-01-04 17:14:01,2024-01-04 17:15:19,M84004,Gambling 182,SHYMKENT,KZ,7995,0110 - Swipe,1308262001: Bill Payment Transaction(International),111610.23,111983.82,POS
T00030884,C000681,2024-01-04 17:14:26,2024-01-04 17:15:11,M23442,Adult Content 569,ASTANA,KZ,5967,0004 - Installment,1308212001: Refund Transaction(Domestic),124343.26,122735.52,POS
T00030885,C000864,2024-01-04 17:14:55,2024-01-04 17:16:28,M46629,Subscription 940,OSH,KG,5968,0730 - Contactless - VSDC chip,1308252001: Bill Payment Transaction(Domestic),36881.37,36276.6,ATM
T00030886,C000745,2024-01-04 17:15:15,2024-01-04 17:17:12,M71634,Digital Service 424,ISTANBUL,TR,4816,0001 - E-commerce,1308122001: Debit Purchase Transaction(International),13719.69,13622.56,WWW
T00030887,C001310,2024-01-04 17:15:30,2024-01-04 17:15:38,M61539,Cafe and restaraunts 747,NEW YORK,US,5812,0000 - Unknown,1308182001: Cash Withdrawal Transaction(International),97.98,99.26,POS
T00030888,C001179,2024-01-04 17:15:30,2024-01-04 17:17:17,M53445,Adult Content 644,TALDYKORGAN,KZ,5967,0710 - Contactless - VSDC chip,1308192001: Balance Inquiry Transaction(Domestic),44370.95,44917.8,POS
T00030889,C001399,2024-01-04 17:15:38,2024-01-04 17:17:13,M72272,Lottery 276,PAVLODAR,KZ,7800,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),68755.5,68229.07,POS
T00030890,C000528,2024-01-04 17:15:44,2024-01-04 17:17:37,M86193,Gambling 365,ASTANA,KZ,7995,0720 - Contactless - VSDC magstripe,1308212001: Refund Transaction(Domestic),102569.69,101666.72,POS
T00030891,C000196,2024-01-04 17:16:01,2024-01-04 17:17:38,M79876,Wallet Transfer 146,SEMEY,KZ,6537,0730 - Contactless - VSDC chip,1308282001: Other Transaction(International),98.55,97.44,POS
T00030892,C001626,2024-01-04 17:16:19,2024-01-04 17:16:35,M66864,Online store 730,KARAGANDA,KZ,5999,0730 - Contactless - VSDC chip,1308182001: Cash Withdrawal Transaction(International),11760.58,11542.01,POS
T00030893,C000781,2024-01-04 17:16:33,2024-01-04 17:17:29,M55108,Digital Service 986,BARCELONA,ES,4816,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),12477.39,12256.47,POS
T00030894,C000670,2024-01-04 17:16:49,2024-01-04 17:17:49,M67338,Wallet Transfer 387,KYOTO,JP,6536,0003 - Recurring,1308282001: Other Transaction(International),93553.93,95044.47,ATM
T00030895,C001327,2024-01-04 17:16:51,2024-01-04 17:17:08,M34894,Online store 552,PAVLODAR,KZ,5999,0110 - Swipe,1308252001: Bill Payment Transaction(Domestic),98.34,98.2,POS
T00030896,C000348,2024-01-04 17:17:27,2024-01-04 17:19:13,M58766,Jewelry 946,PAVLODAR,KZ,5944,0006 - Cash,1308162001: Prepaid Purchase Transaction(International),150703.79,152123.16,POS
T00030897,C000907,2024-01-04 17:17:35,2024-01-04 17:18:37,M33095,Casino 884,TALDYKORGAN,KZ,7801,0002 - Mail/Phone order,1308172001: Cash Withdrawal Transaction(Domestic),16458.76,16741.93,POS
T00030898,C001712,2024-01-04 17:17:55,2024-01-04 17:19:31,M68860,Lottery 464,TARAZ,KZ,7800,0510 - Contactless - Magstripe,1308132001: Credit Purchase Transaction(Domestic),82828.18,83257.35,POS
T00030899,C001034,2024-01-04 17:18:00,2024-01-04 17:18:08,M37498,Wallet Transfer 122,TARAZ,KZ,6537,0003 - Recurring,1308202001: Balance Inquiry Transaction(International),143772.45,143806.51,POS
T00030900,C000322,2024-01-04 17:18:03,2024-01-04 17:18:16,M18230,Dating Service 115,ROME,IT,7273,0800 - Contactless - Magstripe,1308182001: Cash Withdrawal Transaction(International),29396.39,29381.9,POS
T00030901,C000565,2024-01-04 17:18:06,2024-01-04 17:19:19,M57153,Securities 122,KARAGANDA,KZ,6211,0003 - Recurring,1308122001: Debit Purchase Transaction(International),791160.68,794236.06,ATM
T00030902,C001355,2024-01-04 17:18:24,2024-01-04 17:19:25,M41026,ATM Withdrawal,MADRID,ES,6011,0000 - Unknown,1308232001: Transfer Transaction(Domestic),98.77,99.66,POS
T00030903,C001473,2024-01-04 17:18:24,2024-01-04 17:20:16,M78952,Prepaid Load 928,PAVLODAR,KZ,6540,0001 - E-commerce,1308192001: Balance Inquiry Transaction(Domestic),95246.74,93297.68,ATM
T00030904,C001322,2024-01-04 17:18:29,2024-01-04 17:19:54,M61815,Wallet Transfer 130,MADRID,ES,6536,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),34745.15,35293.84,ATM
T00030905,C000943,2024-01-04 17:18:37,2024-01-04 17:20:24,M42582,Casino 498,ASTANA,KZ,7801,0730 - Contactless - VSDC chip,1308272001: Other Transaction(Domestic),53307.26,53492.08,ATM
T00030906,C001977,2024-01-04 17:18:39,2024-01-04 17:20:10,M31197,Jewelry 956,ATYRAU,KZ,5944,0800 - Contactless - Magstripe,1308142001: Credit Purchase Transaction(International),39725.04,38914.94,ATM
T00030907,C000899,2024-01-04 17:18:52,2024-01-04 17:19:21,M13731,Gambling 885,PAVLODAR,KZ,7995,0007 - Other,1308172001: Cash Withdrawal Transaction(Domestic),71181.08,71806.53,POS
T00030908,C001032,2024-01-04 17:18:55,2024-01-04 17:20:54,M22822,Casino 519,SAMARKAND,UZ,7801,0006 - Cash,1308232001: Transfer Transaction(Domestic),40626.5,40406.48,POS
T00030909,C001260,2024-01-04 17:19:08,2024-01-04 17:20:16,M21477,Hotel 410,STOCKHOLM,SE,7011,0000 - Unknown,1308252001: Bill Payment Transaction(Domestic),45017.53,44982.28,POS
T00030910,C001078,2024-01-04 17:19:41,2024-01-04 17:21:23,M90055,Subscription 809,CAIRO,EG,5968,0720 - Contactless - VSDC magstripe,1308242001: Transfer Transaction(International),34895.3,34761.98,POS
T00030911,C000443,2024-01-04 17:19:57,2024-01-04 17:20:00,M58536,Subscription 960,SHYMKENT,KZ,5968,0710 - Contactless - VSDC chip,1308192001: Balance Inquiry Transaction(Domestic),24775.67,24772.44,POS
T00030912,C001313,2024-01-04 17:20:03,2024-01-04 17:22:01,M18465,Prepaid Load 877,BERLIN,DE,6540,0003 - Recurring,1308122001: Debit Purchase Transaction(International),73778.94,74469.34,POS
T00030913,C001775,2024-01-04 17:20:10,2024-01-04 17:22:05,M85336,Pharmacy 299,OSAKA,JP,5912,0004 - Installment,1308152001: Prepaid Purchase Transaction(Domestic),2509.8,2499.43,POS
T00030914,C000838,2024-01-04 17:20:15,2024-01-04 17:20:49,M29318,Wallet Transfer 555,TARAZ,KZ,6536,0004 - Installment,1308162001: Prepaid Purchase Transaction(International),75603.14,74254.42,POS
T00030915,C000564,2024-01-04 17:20:38,2024-01-04 17:21:41,M70169,Wallet Transfer 275,KUALA LUMPUR,MY,6538,0004 - Installment,1308182001: Cash Withdrawal Transaction(International),129771.22,129304.1,POS
T00030916,C001462,2024-01-04 17:21:07,2024-01-04 17:23:06,M49508,Adult Content 253,PAVLODAR,KZ,5967,1000 - Credential on file,1308192001: Balance Inquiry Transaction(Domestic),77081.63,79038.06,WWW
T00030917,C000897,2024-01-04 17:21:13,2024-01-04 17:21:56,M55026,Hotel 977,GOTHENBURG,SE,7011,0120 - Keyin,1308202001: Balance Inquiry Transaction(International),28048.91,27244.28,POS
T00030918,C001480,2024-01-04 17:21:19,2024-01-04 17:21:32,M60046,Subscription 820,ATYRAU,KZ,5968,0710 - Contactless - VSDC chip,1308202001: Balance Inquiry Transaction(International),6615.54,6555.14,POS
T00030919,C000926,2024-01-04 17:21:35,2024-01-04 17:22:57,M46554,Supermarket 944,LOS ANGELES,US,5411,0006 - Cash,1308252001: Bill Payment Transaction(Domestic),2565.31,2539.62,POS
T00030920,C001541,2024-01-04 17:21:39,2024-01-04 17:22:03,M23550,Money Transfer 224,KARAGANDA,KZ,4829,0110 - Swipe,1308162001: Prepaid Purchase Transaction(International),95555.42,93995.27,POS
T00030921,C000221,2024-01-04 17:21:41,2024-01-04 17:22:11,M56026,Prepaid Load 691,BISHKEK,KG,6540,0120 - Keyin,1308192001: Balance Inquiry Transaction(Domestic),47442.02,47284.41,POS
T00030922,C000225,2024-01-04 17:22:00,2024-01-04 17:23:39,M99666,Racing 321,ATYRAU,KZ,7802,0006 - Cash,1308262001: Bill Payment Transaction(International),74110.17,72934.71,POS
T00030923,C001350,2024-01-04 17:22:05,2024-01-04 17:22:08,M70989,Supermarket 27,ATYRAU,KZ,5411,0120 - Keyin,1308192001: Balance Inquiry Transaction(Domestic),99.71,98.57,POS
T00030924,C000613,2024-01-04 17:22:18,2024-01-04 17:23:33,M49162,Jewelry 934,DUBAI,AE,5944,0110 - Swipe,1308202001: Balance Inquiry Transaction(International),100263.38,99378.78,POS
T00030925,C000881,2024-01-04 17:22:28,2024-01-04 17:23:47,M85055,Digital Service 611,AKTAU,KZ,4816,0007 - Other,1308142001: Credit Purchase Transaction(International),4769.44,4839.83,WWW
T00030926,C001875,2024-01-04 17:22:32,2024-01-04 17:23:51,M43053,Online store 733,CAIRO,EG,5999,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),7277.81,7128.44,POS
T00030927,C001843,2024-01-04 17:22:38,2024-01-04 17:24:27,M58451,Gambling 679,MONTREAL,CA,7995,ECOMMERCE,1308182001: Cash Withdrawal Transaction(International),203405.09,203903.31,WWW
T00030928,C000726,2024-01-04 17:22:39,2024-01-04 17:24:00,M48035,Cafe and restaraunts 140,TALDYKORGAN,KZ,5812,0003 - Recurring,1308152001: Prepaid Purchase Transaction(Domestic),3995.83,4020.3,POS
T00030929,C000500,2024-01-04 17:23:00,2024-01-04 17:23:13,M41537,Wallet Transfer 540,ASTANA,KZ,6536,0730 - Contactless - VSDC chip,1308192001: Balance Inquiry Transaction(Domestic),134802.88,134624.3,POS
T00030930,C000466,2024-01-04 17:23:06,2024-01-04 17:24:45,M34060,Adult Content 801,KRAKOW,PL,5967,0004 - Installment,1308202001: Balance Inquiry Transaction(International),87656.88,88557.71,POS
T00030931,C001631,2024-01-04 17:23:15,2024-01-04 17:24:28,M12738,P2P Transfer 312,AKTAU,KZ,6012,0720 - Contactless - VSDC magstripe,1308112001: Debit Purchase Transaction(Domestic),280487.93,273610.1,POS
T00030932,C001563,2024-01-04 17:23:22,2024-01-04 17:24:45,M89179,Dating Service 798,TARAZ,KZ,7273,0005 - Preauthorized,1308162001: Prepaid Purchase Transaction(International),50453.98,51660.02,POS
T00030933,C001173,2024-01-04 17:23:27,2024-01-04 17:23:46,M11793,Online Shop 104,TASHKENT,UZ,5966,0800 - Contactless - Magstripe,1308242001: Transfer Transaction(International),59032.43,59311.28,POS
T00030934,C000339,2024-01-04 17:23:28,2024-01-04 17:24:41,M92277,Gambling 10,AKTAU,KZ,7995,1000 - Credential on file,1308232001: Transfer Transaction(Domestic),49054.74,48014.25,ATM
T00030935,C000393,2024-01-04 17:23:29,2024-01-04 17:23:31,M16297,Cafe and restaraunts 134,SHYMKENT,KZ,5812,0000 - Unknown,1308282001: Other Transaction(International),99.01,99.91,POS
T00030936,C000628,2024-01-04 17:23:58,2024-01-04 17:25:22,M32585,Transport 524,TALDYKORGAN,KZ,4111,0001 - E-commerce,1308232001: Transfer Transaction(Domestic),981.74,967.41,POS
T00030937,C001247,2024-01-04 17:24:00,2024-01-04 17:25:00,M51654,Gambling 212,MEXICO CITY,MX,7995,0003 - Recurring,1308282001: Other Transaction(International),221240.08,224542.21,POS
T00030938,C000304,2024-01-04 17:24:02,2024-01-04 17:24:45,M92340,Online Shop 980,SEMEY,KZ,5966,0720 - Contactless - VSDC magstripe,1308202001: Balance Inquiry Transaction(International),74924.29,75086.01,POS
T00030939,C001570,2024-01-04 17:24:07,2024-01-04 17:24:24,M54158,Wallet Transfer 52,SEMEY,KZ,6536,0120 - Keyin,1308222001: Refund Transaction(International),155282.07,154225.03,WWW
T00030940,C001873,2024-01-04 17:24:10,2024-01-04 17:24:58,M56175,Hotel 292,SHYMKENT,KZ,7011,0800 - Contactless - Magstripe,1308212001: Refund Transaction(Domestic),18542.64,18328.16,POS
T00030941,C001697,2024-01-04 17:24:36,2024-01-04 17:24:41,M28343,Digital Service 701,TALDYKORGAN,KZ,4816,0120 - Keyin,1308232001: Transfer Transaction(Domestic),307.95,308.43,POS
T00030942,C000297,2024-01-04 17:24:53,2024-01-04 17:25:06,M10328,Hotel 742,TARAZ,KZ,7011,0007 - Other,1308192001: Balance Inquiry Transaction(Domestic),22992.46,22799.23,POS
T00030943,C001375,2024-01-04 17:24:53,2024-01-04 17:25:56,M52357,Elecrtronics 76,SEMEY,KZ,5065,0001 - E-commerce,1308192001: Balance Inquiry Transaction(Domestic),4397.69,4385.48,POS
T00030944,C000358,2024-01-04 17:24:55,2024-01-04 17:25:40,M82992,Subscription 414,ALMATY,KZ,5968,0110 - Swipe,1308232001: Transfer Transaction(Domestic),53900.17,53652.39,POS
T00030945,C001280,2024-01-04 17:24:55,2024-01-04 17:26:37,M88994,Casino 901,ALMATY,KZ,7801,0003 - Recurring,1308142001: Credit Purchase Transaction(International),119267.07,116931.69,ATM
T00030946,C000910,2024-01-04 17:24:58,2024-01-04 17:25:45,M16927,P2P Transfer 511,TALDYKORGAN,KZ,6012,0007 - Other,1308262001: Bill Payment Transaction(International),418789.59,427174.91,ATM
T00030947,C001792,2024-01-04 17:25:05,2024-01-04 17:27:00,M75516,Pharmacy 961,ATYRAU,KZ,5912,0002 - Mail/Phone order,1308122001: Debit Purchase Transaction(International),3873.58,3896.16,POS
T00030948,C001644,2024-01-04 17:25:12,2024-01-04 17:26:09,M20873,Transport 731,ASTANA,KZ,4111,0710 - Contactless - VSDC chip,1308212001: Refund Transaction(Domestic),823.72,810.61,ATM
T00030949,C001934,2024-01-04 17:25:30,2024-01-04 17:26:49,M91140,P2P Transfer 994,AMSTERDAM,NL,6012,0710 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),194612.86,192875.1,POS
T00030950,C001578,2024-01-04 17:25:35,2024-01-04 17:25:49,M55166,Digital Service 820,SHYMKENT,KZ,4816,0120 - Keyin,1308192001: Balance Inquiry Transaction(Domestic),4876.67,4978.73,POS
T00030951,C001710,2024-01-04 17:25:45,2024-01-04 17:26:08,M13799,Gambling 765,SHARM EL SHEIKH,EG,7995,0007 - Other,1308142001: Credit Purchase Transaction(International),109607.82,106795.47,POS
